"race_state","year","state","mean_spread","sd_spread","mean_spread_act","n_polls","ci_lower","ci_upper","outside_ci"
"2012_Pres_AR",2012,"AR",24,3,23.7,3,20.605180417165,27.394819582835,0
"2012_Pres_AZ",2012,"AZ",5.94736842105263,4.41554934559584,9.1,19,3.961895293672,7.93284154843326,1
"2012_Pres_CA",2012,"CA",-14,1.22474487139159,-23.1,5,-15.0735362127101,-12.9264637872899,1
"2012_Pres_CO",2012,"CO",-1.65957446808511,3.38331324453387,-5.4,47,-2.62684810507645,-0.692300831093758,1
"2012_Pres_CT",2012,"CT",-11.7058823529412,4.0274791415095,-17.3,17,-13.6204244079185,-9.79134029796385,1
"2012_Pres_FL",2012,"FL",-0.380952380952381,3.51898384122655,-0.899999999999999,84,-1.13349950596725,0.371594744062484,0
"2012_Pres_IA",2012,"IA",-2.36666666666667,3.50844629462941,-5.8,30,-3.62214804921111,-1.11118528412222,1
"2012_Pres_IL",2012,"IL",-16,3,-16.9,3,-19.394819582835,-12.605180417165,0
"2012_Pres_MA",2012,"MA",-17.6666666666667,2.51661147842358,-23.2,3,-20.5144806431132,-14.8188526902201,1
"2012_Pres_MD",2012,"MD",-20.6666666666667,2.88675134594813,-26.1,3,-23.9333333333333,-17.4,1
"2012_Pres_ME",2012,"ME",-10.3333333333333,3.05505046330389,-15.3,3,-13.7904483797911,-6.8762182868756,1
"2012_Pres_MI",2012,"MI",-5.47826086956522,4.84763003004691,-9.5,46,-6.87915921608208,-4.07736252304835,1
"2012_Pres_MN",2012,"MN",-8.05263157894737,3.95071982485508,-7.7,19,-9.82909186330213,-6.2761712945926,0
"2012_Pres_MO",2012,"MO",6.61538461538461,4.26217712515023,9.4,26,4.97705647346929,8.25371275729994,1
"2012_Pres_MT",2012,"MT",9,1.73205080756888,13.7,3,7.04,10.96,1
"2012_Pres_NC",2012,"NC",1.42307692307692,3.71718929155631,2,52,0.412733364654945,2.4334204814989,0
"2012_Pres_ND",2012,"ND",17.6666666666667,6.35085296108588,19.6,3,10.48,24.8533333333333,0
"2012_Pres_NE",2012,"NE",14,1.67332005306815,21.8,6,12.6610650999146,15.3389349000854,1
"2012_Pres_NH",2012,"NH",-3.21621621621622,4.26311789353452,-5.6,37,-4.58988665455864,-1.84254577787379,1
"2012_Pres_NJ",2012,"NJ",-12.1363636363636,3.74541566827215,-17.7,22,-13.7014732312729,-10.5712540414543,1
"2012_Pres_NM",2012,"NM",-11.5,3.8977310954333,-10.2,14,-13.5417564082841,-9.45824359171589,0
"2012_Pres_NV",2012,"NV",-3.875,2.68508424809257,-6.7,32,-4.80533422714288,-2.94466577285712,1
"2012_Pres_NY",2012,"NY",-26.3333333333333,2.51661147842358,-28.1,3,-29.1811473097799,-23.4855193568868,0
"2012_Pres_OH",2012,"OH",-3.01149425287356,3.2331648145416,-3,87,-3.69089229174741,-2.33209621399972,0
"2012_Pres_OK",2012,"OK",30,4.58257569495584,33.6,3,24.8143274303134,35.1856725696866,0
"2012_Pres_OR",2012,"OR",-6,1,-12,3,-7.13160652761167,-4.86839347238833,1
"2012_Pres_PA",2012,"PA",-5.97916666666667,3.19234178923416,-5.4,48,-6.88228536843289,-5.07604796490044,0
"2012_Pres_RI",2012,"RI",-22,3.91578004149024,-27.5,4,-25.8374644406604,-18.1625355593396,1
"2012_Pres_SC",2012,"SC",6.8,6.49615270756469,10.5,5,1.10587109383709,12.4941289061629,0
"2012_Pres_TN",2012,"TN",9.6,8.76356092008266,20.4,5,1.91840016663195,17.281599833368,1
"2012_Pres_TX",2012,"TX",16.6666666666667,2.08166599946613,15.8,3,14.3110398333635,19.0222934999698,0
"2012_Pres_VA",2012,"VA",-2.20634920634921,4.21655236847452,-3.90000000000001,63,-3.24757110900851,-1.1651273036899,1
"2012_Pres_VT",2012,"VT",-31,6,-35.6,3,-37.78963916567,-24.21036083433,0
"2012_Pres_WI",2012,"WI",-5.38,4.33726143259706,-6.9,50,-6.58222753254116,-4.17777246745884,1
"2012_Pres_WV",2012,"WV",15.3333333333333,4.93288286231625,26.8,3,9.75125088639255,20.9154157802741,1
"2012_Sen-G_AZ",2012,"AZ",6,1,3.02,3,4.86839347238833,7.13160652761167,1
"2012_Sen-G_CA",2012,"CA",-18.5,1.91485421551268,-25.04,4,-20.3765571312024,-16.6234428687976,1
"2012_Sen-G_CT",2012,"CT",-3.7875,2.87175282462023,-11.75,8,-5.77752317825698,-1.79747682174302,1
"2012_Sen-G_FL",2012,"FL",-7.46571428571429,3.72191962759618,-13,21,-9.05760560528775,-5.87382296614083,1
"2012_Sen-G_IN",2012,"IN",-2.894,4.83230586780266,-5.73,5,-7.12970284812332,1.34170284812332,0
"2012_Sen-G_MA",2012,"MA",-3.70909090909091,3.70012284808344,-7.55,11,-5.89572377854685,-1.52245803963497,1
"2012_Sen-G_MI",2012,"MI",-13.7344444444444,3.85644626278881,-20.82,9,-16.2539893361331,-11.2148995527558,1
"2012_Sen-G_MN",2012,"MN",-31,8.52447456836295,-34.7,4,-39.3539850769957,-22.6460149230043,0
"2012_Sen-G_MO",2012,"MO",-7.2,4.89591666595746,-15.7,9,-10.3986655550922,-4.00133444490779,1
"2012_Sen-G_MT",2012,"MT",-1.21166666666667,1.15845443012087,-3.72,6,-2.13862326639385,-0.284710066939486,1
"2012_Sen-G_ND",2012,"ND",0.2,3.27108544675922,-0.899999999999999,5,-2.66723281231225,3.06723281231225,0
"2012_Sen-G_NE",2012,"NE",6.6,5.53293171233238,15.54,7,2.50114682705841,10.6988531729416,1
"2012_Sen-G_NJ",2012,"NJ",-17.6666666666667,2.51661147842358,-19.45,3,-20.5144806431132,-14.8188526902201,0
"2012_Sen-G_NM",2012,"NM",-7.66666666666667,0.577350269189626,-5.73,3,-8.32,-7.01333333333333,1
"2012_Sen-G_NV",2012,"NV",3.24545454545455,3.31371804363728,1.16,11,1.28717232299275,5.20373676791634,1
"2012_Sen-G_NY",2012,"NY",-40.25,5.56027577253743,-45.86,4,-45.6990702570867,-34.8009297429133,1
"2012_Sen-G_OH",2012,"OH",-4.66451612903226,3.71219148097156,-6,31,-5.97130550238965,-3.35772675567487,1
"2012_Sen-G_PA",2012,"PA",-6.24,4.16529882309952,-9.09999999999999,15,-8.34793204191533,-4.13206795808467,1
"2012_Sen-G_VA",2012,"VA",-1.51904761904762,3.06228983729807,-5.91,21,-2.82881061711678,-0.209284620978461,1
"2012_Sen-G_WA",2012,"WA",-22.825,5.57277608856962,-20.9,4,-28.2863205667982,-17.3636794332018,0
"2012_Sen-G_WI",2012,"WI",-0.452631578947368,2.43911833366363,-5.55,19,-1.54939293907595,0.644129781181215,1
"2014_House-GR_CA",2014,"CA",-13.7708333333333,28.5949255901033,-9.035,48,-21.860384446916,-5.68128221975063,0
"2014_House-GS_FL",2014,"FL",0.25,2.3629078131263,1.88,4,-2.06564965686378,2.56564965686378,0
"2014_House-G_AK",2014,"AK",9.75,7.54431353183752,10,4,2.35657273879923,17.1434272612008,0
"2014_House-G_AL",2014,"AL",50,18.5112578358864,39.0275,4,31.8589673208313,68.1410326791687,0
"2014_House-G_AR",2014,"AR",8.28571428571429,12.3519807549813,15.9714285714286,7,-0.864761111771902,17.4361896832005,0
"2014_House-G_AZ",2014,"AZ",7.875,21.1487081672346,10.4575,8,-6.7803070592192,22.5303070592192,0
"2014_House-G_CO",2014,"CO",-0.285714285714286,23.0558328535629,3.68285714285714,7,-17.3657142857143,16.7942857142857,0
"2014_House-G_CT",2014,"CT",-19.2,8.4970583144992,-20.452,5,-26.648,-11.752,0
"2014_House-G_FL",2014,"FL",2.5,30.4034277845876,4.297,20,-10.8248897299674,15.8248897299674,0
"2014_House-G_GA",2014,"GA",14.6363636363636,21.9329556935345,22.1927272727273,11,1.67481511138834,27.5979121613389,0
"2014_House-G_HI",2014,"HI",-21.6666666666667,25.7733712708809,-22.6066666666667,6,-42.2896587978887,-1.04367453544467,0
"2014_House-G_IA",2014,"IA",-1.375,9.48589177975075,7.7575,8,-7.94838763500221,5.19838763500221,1
"2014_House-G_IL",2014,"IL",-8.69565217391304,25.2396419485638,-4.52913043478261,23,-19.0107973116667,1.61949296384063,0
"2014_House-G_IN",2014,"IN",22.8888888888889,33.2507309861168,19.9355555555556,9,1.16507797795921,44.6126997998186,0
"2014_House-G_KS",2014,"KS",12.1666666666667,12.4485608271264,27.0116666666667,6,2.2057434609035,22.1275898724298,1
"2014_House-G_KY",2014,"KY",18.6666666666667,22.9840524422189,28.1066666666667,6,0.275594436430122,37.0577388969032,0
"2014_House-G_MA",2014,"MA",-4.6,6.36308799946134,-13.887,10,-8.54388280195489,-0.65611719804511,1
"2014_House-G_MD",2014,"MD",-24.375,27.4327098812453,-17.5125,8,-43.3848980796847,-5.3651019203153,0
"2014_House-G_ME",2014,"ME",-15.8888888888889,17.7865429780807,-10.3377777777778,9,-27.5094303012349,-4.26834747654285,0
"2014_House-G_MI",2014,"MI",-2.5625,24.5817513615283,-0.955,16,-14.6075581671489,9.48255816714888,0
"2014_House-G_MN",2014,"MN",-5.11111111111111,21.8314248529754,-4.74444444444445,9,-19.3743086817217,9.15208645949947,0
"2014_House-G_MO",2014,"MO",19.75,39.0448460107093,21.3075,8,-7.30669787686591,46.8066978768659,0
"2014_House-G_MS",2014,"MS",36.6666666666667,7.02376916856849,41.84,3,28.718523627077,44.6148097062563,0
"2014_House-G_NC",2014,"NC",6.83333333333333,32.4088465288929,5.01,12,-11.5036978088966,25.1703644755633,0
"2014_House-G_NE",2014,"NE",14.25,19.2072035097946,20.435,4,-4.57305943959873,33.0730594395987,0
"2014_House-G_NH",2014,"NH",-3.41666666666667,8.51157856669195,-3.2,12,-8.23254559984075,1.39921226650741,0
"2014_House-G_NJ",2014,"NJ",-5.6875,28.1204996399424,-2.90375,16,-19.4665448235718,8.09154482357177,0
"2014_House-G_NM",2014,"NM",-7.33333333333333,13.6137185711081,-3.78333333333333,3,-22.7387061334674,8.07203946680075,0
"2014_House-G_NV",2014,"NV",7,24.1522945769824,11.555,4,-16.6692486854427,30.6692486854427,0
"2014_House-G_NY",2014,"NY",-3.7,23.1101560000106,4.8,30,-11.9698631157972,4.5698631157972,1
"2014_House-G_OH",2014,"OH",12.2666666666667,27.7114382435089,12.99,15,-1.75725600536455,26.2905893386979,0
"2014_House-G_OK",2014,"OK",35.75,8.22090830342568,43.1475,4,27.6935098626428,43.8064901373572,0
"2014_House-G_OR",2014,"OR",-10.4,23.5648042639866,-13.25,5,-31.0554616506143,10.2554616506143,0
"2014_House-G_PA",2014,"PA",4.93333333333333,33.684389488873,6.706,15,-12.113319723629,21.9799863902957,0
"2014_House-G_SC",2014,"SC",15.2,24.5295739873321,12.068,5,-6.30111959875579,36.7011195987558,0
"2014_House-G_SD",2014,"SD",20,5.22812904711937,33.06,4,14.876433533823,25.123566466177,1
"2014_House-G_TN",2014,"TN",22,34.2761891530716,20.00125,8,-1.75218726770231,45.7521872677023,0
"2014_House-G_TX",2014,"TX",17,27.0437356214639,21.6434782608696,23,5.94754297343298,28.052457026567,0
"2014_House-G_UT",2014,"UT",29.4166666666667,21.2451420472084,30.02,12,17.3960959563376,41.4372373769957,0
"2014_House-G_VA",2014,"VA",0.555555555555556,24.2698944739728,11.2988888888889,9,-15.3007755007734,16.4118866118845,0
"2014_House-G_WA",2014,"WA",-15.2222222222222,34.6906967996384,-11.0244444444444,9,-37.886810797986,7.44236635354156,0
"2014_House-G_WI",2014,"WI",2.125,29.3619651930861,4.78125,8,-18.2218038030547,22.4718038030547,0
"2014_House-G_WV",2014,"WV",11.3333333333333,14.5716619962629,13.8733333333333,3,-5.15605449978864,27.8227211664553,0
"2014_Sen-GR_LA",2014,"LA",16.2,4.76445169982864,11.86,5,12.0237739524781,20.3762260475219,1
"2014_Sen-GS_HI",2014,"HI",-40.25,13.2256064763272,-42.07,4,-53.2110943468006,-27.2889056531994,0
"2014_Sen-G_AK",2014,"AK",-0.457142857142858,5.8855351336581,2.13,7,-4.81720830007679,3.90292258579107,0
"2014_Sen-G_AR",2014,"AR",5.4375,4.54687883529539,17.07,8,2.28667371948246,8.58832628051754,1
"2014_Sen-G_CO",2014,"CO",1.81904761904762,3.01589440259752,1.94,21,0.529128276177256,3.10896696191798,0
"2014_Sen-G_GA",2014,"GA",1.5015,2.72561779573385,7.68,20,0.306945332298971,2.69605466770103,1
"2014_Sen-G_IA",2014,"IA",1.55,2.31319743060146,8.34,18,0.48135730825763,2.61864269174237,1
"2014_Sen-G_IL",2014,"IL",-11.5,2.38047614284762,-10.86,4,-13.8328666199907,-9.16713338000934,0
"2014_Sen-G_KY",2014,"KY",6.24444444444444,2.62207509003419,15.47,9,4.53135538562211,7.95753350326678,1
"2014_Sen-G_MA",2014,"MA",-19,4,-23.89,6,-22.2006665972367,-15.7993334027633,1
"2014_Sen-G_ME",2014,"ME",29.14,9.17158655849684,36.96,5,21.1007499255217,37.1792500744783,0
"2014_Sen-G_MI",2014,"MI",-12.6090909090909,2.45130762877879,-13.28,11,-14.0577211449795,-11.1604606732023,0
"2014_Sen-G_MN",2014,"MN",-11.25,2.62995563967658,-10.24,4,-13.8273565268831,-8.67264347311695,0
"2014_Sen-G_NC",2014,"NC",-0.523809523809524,2.3794757325732,1.56,21,-1.54152810530006,0.493909057681014,1
"2014_Sen-G_NH",2014,"NH",-2.0375,3.06852298888787,-3.25,16,-3.54107626455506,-0.533923735444944,0
"2014_Sen-G_NJ",2014,"NJ",-16.5,5.25991127935317,-13.51,4,-21.6547130537661,-11.3452869462339,0
"2014_Sen-G_NM",2014,"NM",-9,6.2449979983984,-11.12,3,-16.0668804999094,-1.93311950009058,0
"2014_Sen-G_OR",2014,"OR",-18.25,4.27200187265877,-18.86,4,-22.4365618352056,-14.0634381647944,0
"2014_Sen-G_SD",2014,"SD",14.1428571428571,4.74090608177282,20.86,7,10.6307447680415,17.6549695176728,1
"2014_Sen-G_VA",2014,"VA",-8.5,3.87298334620742,-0.809999999999995,4,-12.2955236792833,-4.70447632071673,1
"2016_Pres_AK",2016,"AK",7.42973684210526,8.19491156782988,14.7,38,4.82413204897966,10.0353416352309,1
"2016_Pres_AL",2016,"AL",22.6886046511628,9.90552216873073,27.7,43,19.7278718316692,25.6493374706563,1
"2016_Pres_AR",2016,"AR",13.6555555555556,6.80745064935724,26.9,45,11.6665576945783,15.6445534165328,1
"2016_Pres_AZ",2016,"AZ",0.634430379746835,4.18934232242364,3.6,79,-0.289391778773212,1.55825253826688,1
"2016_Pres_CA",2016,"CA",-24.3028169014085,7.30877050107777,-30.1,71,-26.0029041972354,-22.6027296055815,1
"2016_Pres_CO",2016,"CO",-5.41075,5.56902345256239,-4.90000000000001,80,-6.63111607080557,-4.19038392919443,0
"2016_Pres_CT",2016,"CT",-12.5143181818182,4.037654970877,-13.7,44,-13.7073689854442,-11.3212673781922,0
"2016_Pres_DC",2016,"DC",-55.93,26.5078359735381,-86.8,26,-66.1192841103341,-45.7407158896659,1
"2016_Pres_DE",2016,"DE",-12.02425,6.00148310195713,-11.5,40,-13.8841288822373,-10.1643711177627,0
"2016_Pres_FL",2016,"FL",-1.54317567567568,4.81176902386182,1.2,148,-2.31840463125244,-0.767946720098908,1
"2016_Pres_GA",2016,"GA",4.544,5.02457620859206,5.1,80,3.44294119186708,5.64505880813292,0
"2016_Pres_HI",2016,"HI",-21.6632142857143,6.20876086734998,-32.2,28,-23.9629714943972,-19.3634570770314,1
"2016_Pres_IA",2016,"IA",0.623142857142857,5.35473772151845,9.4,70,-0.631283744024362,1.87756945831008,1
"2016_Pres_ID",2016,"ID",18.675,6.13681045439661,31.8,48,16.9388863077723,20.4111136922277,1
"2016_Pres_IL",2016,"IL",-15.3791666666667,6.24815343343004,-17,60,-16.9601676205586,-13.7981657127747,1
"2016_Pres_IN",2016,"IN",9.71303571428571,7.59135630944057,19.1,56,7.72473790552613,11.7013335230453,1
"2016_Pres_KS",2016,"KS",6.13627450980392,11.0226541197271,20.6,51,3.11105311455522,9.16149590505263,1
"2016_Pres_KY",2016,"KY",14.6195918367347,8.97771267249804,29.8,49,12.1058322884352,17.1333513850341,1
"2016_Pres_LA",2016,"LA",16.8958,6.11210845413447,19.7,50,15.2016099725757,18.5899900274243,1
"2016_Pres_MA",2016,"MA",-24.9270588235294,5.70203973824022,-27.2,51,-26.492011549553,-23.3621060975058,1
"2016_Pres_MD",2016,"MD",-25.9644680851064,7.02974605531524,-26.4,47,-27.9742400283446,-23.9546961418682,0
"2016_Pres_ME",2016,"ME",-8.06794871794872,8.86641721210739,-3,78,-10.0356398724938,-6.10025756340366,1
"2016_Pres_MI",2016,"MI",-5.12325581395349,4.23141623958372,0.200000000000003,86,-6.01757509543055,-4.22893653247643,1
"2016_Pres_MN",2016,"MN",-8.34895833333333,2.85742648652359,-1.5,48,-9.15732894941347,-7.54058771725319,1
"2016_Pres_MO",2016,"MO",6.24808823529412,6.83336442939597,18.7,68,4.62390060856921,7.87227586201902,1
"2016_Pres_MS",2016,"MS",16.7979069767442,9.8450670650306,17.8,43,13.8552440183425,19.7405699351459,0
"2016_Pres_MT",2016,"MT",12.2465853658537,8.45513471499896,20.6,41,9.65846378224964,14.8347069494577,1
"2016_Pres_NC",2016,"NC",-1.23608,4.08861813078146,3.59999999999999,125,-1.95284636103809,-0.519313638961908,1
"2016_Pres_ND",2016,"ND",22.398064516129,7.27119954310834,35.8,31,19.8384103756567,24.9577186566014,1
"2016_Pres_NE",2016,"NE",15.6278260869565,8.12609757729679,25.6,46,13.2794957504602,17.9761564234528,1
"2016_Pres_NH",2016,"NH",-6.90607142857143,7.20084784261615,-0.299999999999997,112,-8.23968711199791,-5.57245574514495,1
"2016_Pres_NJ",2016,"NJ",-12.4842592592593,5.52064926515667,-14.1,54,-13.9567390674298,-11.0117794510887,1
"2016_Pres_NM",2016,"NM",-7.77490196078431,5.9615724008181,-8.3,51,-9.41108469684621,-6.13871922472241,0
"2016_Pres_NV",2016,"NV",-0.797634408602151,3.56192040223342,-2.4,93,-1.52156813052995,-0.0737006866743506,1
"2016_Pres_NY",2016,"NY",-19.6612698412698,5.30340502065494,-22.5,63,-20.9708756480102,-18.3516640345294,1
"2016_Pres_OH",2016,"OH",0.116,3.84208340777249,8.2,115,-0.586221205276003,0.818221205276004,1
"2016_Pres_OK",2016,"OK",20.1584090909091,6.27589998852451,36.4,44,18.303999147813,22.0128190340052,1
"2016_Pres_OR",2016,"OR",-12.2435185185185,5.68238461683234,-11,54,-13.7591367381641,-10.7279002988729,0
"2016_Pres_PA",2016,"PA",-4.41576,3.70769541150782,0.700000000000003,125,-5.06574766403165,-3.76577233596835,1
"2016_Pres_RI",2016,"RI",-14.8803448275862,8.04526323939329,-15.5,29,-17.8085218683928,-11.9521677867796,0
"2016_Pres_SC",2016,"SC",6.74326923076923,4.52582338783323,14.2,52,5.51313642132644,7.97340204021202,1
"2016_Pres_SD",2016,"SD",14.5335135135135,8.93086073250632,29.8,37,11.6557935715426,17.4112334554844,1
"2016_Pres_TN",2016,"TN",13.4673913043478,4.370573028681,26,46,12.2043558640894,14.7304267446063,1
"2016_Pres_TX",2016,"TX",9.06396551724138,5.09084349666752,9,58,7.7537829376441,10.3741480968387,0
"2016_Pres_UT",2016,"UT",6.85348484848485,6.00429551172114,18,66,5.40489258232104,8.30207711464866,1
"2016_Pres_VA",2016,"VA",-7.69241758241758,4.23626023244804,-5.4,91,-8.56281582616992,-6.82201933866525,1
"2016_Pres_VT",2016,"VT",-29.6657142857143,8.58861876374237,-26.4,35,-32.5111277003582,-26.8203008710704,1
"2016_Pres_WA",2016,"WA",-14.5372549019608,4.38473309492442,-16.2,51,-15.7406663695746,-13.333843434347,1
"2016_Pres_WI",2016,"WI",-6.94275,4.86300890734444,0.700000000000003,80,-8.0084038122169,-5.8770961877831,1
"2016_Pres_WV",2016,"WV",22.5631914893617,8.69783908855302,42.1,47,20.0765194489461,25.0498635297773,1
"2016_Pres_WY",2016,"WY",31.7303448275862,8.76639789307469,46.3,29,28.539701553742,34.9209881014304,1
